key,url
18.2,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gpr_demo_ard.ipynb']
18.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_kernel_plot.ipynb']
18.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_kernel_plot.ipynb']
18.5,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/combining_kernels_by_multiplication.ipynb']
18.6,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/combining_kernels_by_summation.ipynb']
18.7,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gpr_demo_noise_free.ipynb']
18.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/krr_vs_gpr.ipynb']
18.9,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gpc_demo_2d.ipynb']
18.10,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_poisson_1d.ipynb']
18.11,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_spatial_demo.ipynb']
18.15,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gpr_demo_change_hparams.ipynb']
18.16,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gpr_demo_marglik.ipynb']
18.18,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_kernel_opt.ipynb']
18.23,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_spectral_mixture.ipynb']
18.26,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_deep_kernel_learning.ipynb']
18.34,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/18/gp_mauna_loa.ipynb']
19.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/19/bnn_mnist_sgld.ipynb']
19.9,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/19/bnn_mnist_sgld.ipynb']
20.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/20/parzen_window_demo2.ipynb']
20.7,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/20/vae_compare_results.ipynb']
20.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/20/vae_celebA_lightning.ipynb']
21.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/21/vae_compare_results.ipynb']
21.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/21/vae_compare_results.ipynb']
21.7,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/21/vae_latent_space.ipynb']
21.18,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/21/vdvae_demo_cifar.ipynb']
21.21,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/21/quantized_autoencoder_mnist.ipynb']
23.1,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/23/flow_2d_mlp.ipynb']
23.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/23/flow_spline_mnist.ipynb']
23.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/23/two_moons_normalizing_flow.ipynb']
24.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/24/score_matching_swiss_roll.ipynb']
25.2,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/25/vdm_2d.ipynb']
26.1,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/genmo_types_implicit_explicit.ipynb']
26.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/ipm_divergences.ipynb']
26.5,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/ipm_divergences.ipynb']
26.6,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/gan_loss_types.ipynb']
26.7,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/gan_mixture_of_gaussians.ipynb']
26.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/dirac_gan.ipynb']
26.9,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/26/dirac_gan.ipynb']
28.1,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/gmm_plot_demo.ipynb']
28.2,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/gmm_2d.ipynb']
28.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/mix_bernoulli_em_mnist.ipynb']
28.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/mix_ppca_demo.ipynb']
28.11,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/mix_ppca_celebA.ipynb']
28.13,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/mix_ppca_celebA.ipynb']
28.14,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/mix_ppca_celebA.ipynb']
28.18,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/binary_fa_demo.ipynb']
28.19,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/gplvm_mocap.ipynb']
28.31,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/ica_demo.ipynb']
28.32,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/ica_demo_uniform.ipynb']
28.33,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/28/sparse_dict_demo.ipynb']
29.2,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_bernoulli.ipynb']
29.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_gaussian_2d.ipynb']
29.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_ar.ipynb']
29.5,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_ar.ipynb']
29.6,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_poisson_changepoint.ipynb']
29.7,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_poisson_changepoint.ipynb']
29.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_poisson_changepoint.ipynb']
29.13,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_casino_training.ipynb']
29.14,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_bach_chorales.ipynb']
29.15,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_bach_chorales.ipynb']
29.16,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_bach_chorales.ipynb']
29.17,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/hmm_self_loop_dist.ipynb']
29.24,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/changepoint_detection.ipynb']
29.25,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/kf_tracking.ipynb']
29.27,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/sts.ipynb']
29.28,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/sts.ipynb']
29.29,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/sts.ipynb']
29.30,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/sts.ipynb']
29.33,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/causal_impact.ipynb']
29.35,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/kf_parallel.ipynb']
29.38,"['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/ekf_vs_ukf.ipynb', 'https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/29/bootstrap_filter.ipynb']"
30.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/30/ggm_lasso_demo.ipynb']
31.3,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/31/stick_breaking_demo.ipynb']
31.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/31/dp_mixgauss_sample.ipynb']
34.4,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/34/ab_test_demo.ipynb']
34.8,['https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book2/34/thompson_sampling_linear_gaussian.ipynb']
