Code,Long,Lat,Name
110000,116.41067149900,40.18491420160,Beijing
120000,117.33300172200,39.31040122220,Tianjin
130100,114.44089151400,38.12945859170,Shijiazhuang
130200,118.33916383500,39.73691019300,Tangshan
130300,119.18367841500,40.08941728900,Qinhuangdao
130400,114.54413108200,36.55050313730,Handan
130500,114.81825446400,37.21122519160,Xintai
130600,115.16842685400,39.02259894630,Baoding
130700,115.03006871500,40.86497799310,Zhangjiakou
130800,117.54558867000,41.34370810390,Chengde
130900,116.75107221400,38.26576179260,Cangzhou
131000,116.62791673200,39.25882923170,Langfang
131100,115.82353203900,37.76085345570,Hengshui
140100,112.31414415500,37.95945222880,Taiyuan
140200,113.71731026700,39.90287724370,Datong
140300,113.50096564700,38.06241732130,Yangquan
140400,112.91409878500,36.47675135690,Changzhi
140500,112.70506013000,35.61040417040,Jincheng
140600,112.64374205800,39.61759756880,Shuozhou
140700,112.96300104800,37.32741664490,Jinzhong
140800,111.08721974000,35.19495834120,Yuncheng
140900,112.40831995500,38.88249361060,Linyi
141000,111.37285012400,36.23554850680,Linfen
141100,111.26206370800,37.67932537430,Lvliang
150100,111.39720019400,40.58283911500,Huhehaote
150200,110.21793232600,41.64562000360,Baotou
150300,106.88294124400,39.56718363250,Wuhai
150400,118.90419965700,43.20099606130,Chifeng
150500,121.55954546400,43.82871658120,Tongliao
150600,108.62523179200,39.41176193590,Eerduosi
150700,121.20110168500,49.66187651960,Hulunbeier
150800,107.58211787900,41.45114456450,Bayannaoer
150900,112.44562861500,41.68590711670,Wulanchabu
152200,121.38000985400,46.22290797220,Xing'anmeng
152500,115.52845587000,44.20653910270,Ximeng
152900,102.44511974300,40.49316619130,Alashanmeng
210100,123.13752026800,42.09591696330,Shenyang
210200,122.21740062800,39.60359554360,Dalian
210300,123.00989772200,40.71514166200,Anshan
210400,124.65358728500,41.83291590560,Fushun
210500,124.56515103200,41.22869632380,Benxi
210600,124.40796343900,40.54784312090,Dandong
210700,121.61534765400,41.47150839110,Jinzhou
210800,122.23490000000,40.66683000000,Yinkou
210900,121.96055271700,42.28519816740,Fuxin
211000,123.24357393100,41.18072372040,Liaoyang
211100,121.99748087100,41.08276531480,Panjin
211200,123.69574250400,42.01365559710,Tieling
211300,120.01174303700,41.51089454720,Zhaoyang
211400,120.19445048200,40.62603664660,Huludao
220100,125.76896244100,44.37787278670,Changchun
220200,126.84140012300,43.58057781320,Jilin
220300,124.46916686700,43.56960064160,Siping
220400,125.30432047900,42.81043746330,Liaoyuan
220500,125.94889525600,41.95477278830,Tonghua
220600,127.28319387800,42.06901401320,Baishan
220700,124.47815457900,44.79940376890,Songyuan
220800,123.01201244000,45.34483023670,Baicheng
222400,129.12593753500,43.14059772310,Yanbian
230100,127.96224939600,45.63840108980,Ha'erbin
230200,124.54112308300,47.69612132480,Qiqiha'er
230300,132.30495361400,45.54158193460,Jixi
230400,130.80508947800,47.64202776480,Hegang
230500,132.51607070000,46.64905531570,Shuangyashan
230600,124.68985521900,46.33658105490,Daqing
230700,129.20887032300,47.80757763350,Yichun
230800,132.21218421300,47.24463706130,Jiamusi
230900,130.86248810500,45.89689115080,Qitaihe
231000,129.88496932300,44.59753770660,Mudanjiang
231100,126.98119320300,49.26299189740,Heihe
231200,126.62351540800,46.88986127340,Suihua
232700,124.20399648300,52.32476144390,Daxing'anling
310000,121.45456059100,31.19660491250,Shanghai
320100,118.84200209400,31.93019900880,Nanjing
320200,120.07597378300,31.52670198770,Wuxi
320300,117.51202574800,34.35953623720,Xuzhou
320400,119.63761942700,31.62718005810,Changzhou
320500,120.64212425900,31.37632738980,Suzhou
320600,120.99412487400,32.18994489650,Nantong
320700,119.13103962100,34.53363502080,Lianyungang
320800,118.96318853900,33.35670900450,Huai'an
320900,120.17342042600,33.51765009780,Yancheng
321000,119.47146862600,32.73864823490,Yangzhou
321100,119.45458867700,32.01751032540,Zhenjiang
321200,120.05511375100,32.57130714240,Taizhou
321300,118.51894471600,33.78518477550,Suqian
330100,119.48760964100,29.90471979470,Hangzhou
330200,121.47523979900,29.70963530500,Ningbo
330300,120.43410752600,27.90246960320,Wenzhou
330400,120.75396209100,30.65481028390,Jiaxing
330500,119.87095052300,30.74617061820,Huzhou
330600,120.62810410500,29.71295630620,Shaoxing
330700,119.95368692800,29.11634842960,Jinhua
330800,118.67682383200,28.93446661530,Quzhou
330900,122.17341236200,30.05572722660,Zhoushan
331000,121.09912211300,28.77609156400,Taizhou
331100,119.51021301200,28.19819234780,Liushui
340100,117.24441773100,31.99357628920,Hefei
340200,118.32674452800,31.06687221520,Wuhui
340300,117.32742716200,33.11179775230,Bengbu
340400,116.73261524300,32.75688930900,Huainan
340500,118.61361798500,31.53246699190,Ma'anshan
340600,116.73713328600,33.72136057690,Huaibei
340700,117.89434848500,30.94488654780,Tongling
340800,116.59447983000,30.61075398790,Anqing
341000,118.07642127500,29.90611288590,Huangshan
341100,118.09784304300,32.54487701000,Chuzhou
341200,115.70046755300,32.91640489410,Fuyang
341300,117.20814968800,33.86090044590,Suzhou
341400,117.78185396500,31.46379140770,Chaohu
341500,116.31236252800,31.75714303670,Liu'an
341600,116.18052441500,33.43340263460,Bozhou
341700,117.36713135500,30.28375655110,Chizhou
341800,118.85656348200,30.69105911640,Xuancheng
350100,119.17615386600,26.04997953790,Fuzhou (Fujian)
350200,118.11161853700,24.68193310950,Xiamen
350300,118.88996237500,25.45170259160,Putian
350400,117.39519612200,26.29994741900,Saming
350500,118.25517339700,25.21154526540,Quanzhou
350600,117.44143043700,24.37295271760,Zhangzhou
350700,118.14263055100,27.34027549520,Nanping
350800,116.73831071100,25.29232552640,Longyan
350900,119.47659931500,26.97296276590,Ningde
360100,116.02399051600,28.66367451320,Nanchang
360200,117.26946354800,29.30797791370,Jindezhen
360300,113.90021088800,27.51593261780,Pingxiang
360400,115.43844294600,29.32585400430,Jiujiang
360500,114.85111327400,27.84722821680,Xinyu
360600,117.10662186500,28.22567666280,Yingtan
360700,115.27148839900,25.70754405560,Ganzhou
360800,114.82345574300,26.97332221500,Ji'an
360900,114.97313992300,28.30768951490,Yichun
361000,116.43327886200,27.51017441880,Fuzhou (Jiangxi)
361100,117.46923933100,28.77455716770,Shangrao
370100,117.08454114000,36.73338141660,Jinan
370200,120.14495225600,36.45650112090,Qingdao
370300,118.00936749600,36.59299392400,Zibo
370400,117.30897128300,35.03339429740,Zaozhuang
370500,118.61608929900,37.63119083000,Dongying
370600,120.80441229400,37.24056167570,Yantai
370700,119.07408548400,36.53770415410,Weifang
370800,116.67426314400,35.37949644970,Jining
370900,117.03460988700,36.00045359390,Tai'an
371000,121.98210800900,37.11869639150,Weihai
371100,119.13361249900,35.58450701760,Rizhao
371200,117.65165706400,36.28682816550,Laiwu
371300,118.27956636400,35.31061211050,Linyi
371400,116.64685205000,37.24498584190,Dezhou
371500,115.88243840800,36.45847135390,Liaocheng
371600,117.86450534900,37.57686348580,Binzhou
371700,115.68900168600,35.15419936630,Heze
410100,113.47192307600,34.62610007070,Zhengzhou
410200,114.53493221800,34.60865088560,Kaifeng
410300,112.02517736300,34.28680887360,Luoyang
410400,113.01293501300,33.79741100830,Pingdingshan
410500,114.34953627500,35.87903646530,Anyang
410600,114.30542300600,35.72556812400,Hebi
410700,114.09098742600,35.26713330610,Xinxiang
410800,113.11772391300,35.10610617920,Jiaozuo
410900,115.27906973800,35.81162180530,Puyang
411000,113.70870624800,34.07270418140,Xuchang
411100,113.90268475800,33.65687692800,Luohe
411200,111.10668223100,34.36292165410,Sanmenxia
411300,112.28340493600,33.04632801470,Nanyang
411400,115.69706482100,34.29107628170,Shangqiu
411500,114.88209962900,32.08121521990,Xinyang
411600,114.87744812300,33.72495771940,Zhoukou
411700,114.14772279900,32.92430993400,Zhumadian
419001,112.39209997300,35.09941294430,Jiyuan
420100,114.33846306200,30.62624331730,Wuhan
420200,115.02217204700,29.92833811400,Huangshi
420300,110.44108665700,32.45908925550,Shiyan
420500,111.13604611200,30.74898685060,Yichang
420600,111.93780167200,31.93415406800,Xiangyang
420700,114.77999267900,30.36801136350,Ezhou
420800,112.60917473400,31.07117340810,Jinmen
420900,113.88025339100,31.11983098460,Xiaogan
421000,112.57160217500,29.99554847140,Jinzhou
421100,115.34594550100,30.72062929200,Huanggang
421200,114.17470141500,29.62607797800,Xianning
421300,113.42424683900,31.83008927370,Suizhou
422800,109.54879048200,30.19164452930,Enshi
429004,113.37882439000,30.29041436890,Xiantao
429005,112.75791016400,30.33818577600,Qianjiang
429006,113.11523535800,30.64594382460,Tianmen
429021,110.47578752200,31.59440798300,Shennongjia
430100,113.15247142800,28.22839128260,Changsha
430200,113.51802862500,27.11867314070,Zhuzhou
430300,112.60231760600,27.73370739750,Xiangtan
430400,112.57301859600,26.79300246020,Hengyang
430500,110.91689063600,26.87279113140,Shaoyang
430600,113.25413846600,29.06521025760,Yueyang
430700,111.52258992800,29.29867162580,Changde
430800,110.48014000000,29.11766500000,Zhangjiajie
430900,111.95057003200,28.57413813620,Yiyang
431000,113.13509204900,25.81200656780,Chenzhou
431100,111.76978422100,25.69290263230,Yongzhou
431200,110.07401112600,27.54682029300,Huaihua
431300,111.61160971700,27.74025313100,Loudi
433100,109.72732395800,28.69485272430,Xiangxi
440100,113.53604589500,23.35420131440,Guangzhou
440200,113.77177064900,24.81816145620,Shaoguan
440300,114.13519452900,22.65470091890,Shenzhen
440400,113.35966456900,22.17445635700,Zhuhai
440500,116.55566072200,23.33060185030,Shantou
440600,112.94506347700,23.01295412160,Foshan
440700,112.66938168000,22.28123200650,Jiangmen
440800,110.16442433600,21.09420525640,zhanjiang
440900,110.95292805900,22.01537411020,Maoming
441200,112.20211801500,23.54029665580,Zhaoqing
441300,114.49678959600,23.24508546890,Huizhou
441400,116.07872348900,24.20202042800,Meizhou
441500,115.53174888900,23.01527265300,Shanwei
441600,114.95732951100,24.04267719350,Heyuan
441700,111.77435784200,22.03794093140,Yangjiang
441800,112.87370936800,24.31231958080,Qingyuan
441900,113.87631757500,22.93540426770,Dongguan
442000,113.38944054100,22.52221731510,Zhongshan
445100,116.78064721700,23.78360538000,Chaozhou
445200,116.11655183300,23.33774298800,Jieyang
445300,111.79596316300,22.81579257940,Yunfu
450100,108.46338159000,23.05874298400,Nannig
450200,109.37911636700,24.93896394940,Liuzhou (Guangxi)
450300,110.51207435100,25.35341842810,Guilin
450400,110.99179576600,23.48119684690,Wuzhou (Guilin)
450500,109.33389469100,21.67426120870,Beihai
450600,108.00275632400,21.88212076680,Fangchenggang
450700,109.02458339300,22.18277703020,Qinzhou
450800,109.99877650400,23.31009537500,Guigang
450900,110.18316302700,22.44330358530,Yulin
451000,106.28912980300,23.98656498820,Baise
451100,111.36012743200,24.35912887240,Hezhou
451200,107.84006336200,24.64474761060,Hechi
451300,109.40168002200,23.84755714190,Laibin
451400,107.27550039400,22.50315552960,Chongzuo
460100,110.42584871100,19.83129429930,Haikou
460200,109.41815156800,18.39159431490,Sanya
460300,112.34065800000,16.83358600000,Sansha
469001,109.51715600000,18.77504200000,Wuzhishan
469002,110.47424100000,19.25748600000,Qionghai
469003,109.37854300000,19.59747700000,Zhanzhou
469005,110.80700200000,19.54864200000,Wenchang
469006,110.37886300000,18.79535600000,Wangning
469007,108.84963200000,19.02188800000,Dongfang
469021,110.35428400000,19.67994800000,Ding'an
469022,110.10185400000,19.35132700000,Tunchang
469023,110.01022200000,19.74750000000,Dengmai
469024,109.68550700000,19.90958500000,Lingao
469025,109.44657300000,19.22859600000,Baishan
469026,109.05384200000,19.29583500000,Changjiang
469027,109.16783800000,18.75001500000,Yuedong
469028,110.03906400000,18.51525800000,Lingshui
469029,109.69917800000,18.63465100000,Baoting
469030,109.84664300000,19.03347800000,Qiongzhong
500000,107.87484014000,30.05864874440,Chongqing
510100,103.84542987000,30.66543905010,Chengdu
510300,104.68285899700,29.28660887800,Zigong
510400,101.73135599400,26.80655422900,Panzhihua
510500,105.66741008900,28.44012385650,Luzhou
510600,104.42936105200,31.13408460410,Deyang
510700,104.70256642100,31.84850172890,Mianyang
510800,105.77977110900,32.26087099990,Guangyuan
510900,105.47038822600,30.63146500860,Suining (Sichuan)
511000,104.93283765900,29.67202182320,Neijiang
511100,103.53293273500,29.17899146490,Leshan
511300,106.20447814800,31.19644251290,Nanchong
511400,103.78003336900,29.89776564130,Meishan
511500,104.63532269100,28.57172964650,Yibin
511600,106.66327285800,30.42488023590,Guang'an
511700,107.64560975500,31.36552867780,Dazhou
511800,102.66298476000,29.91617779250,Ya'an
511900,107.03837785500,32.01638157910,Bazhong
512000,104.95261043100,30.18004065870,Ziyang
513200,102.22743700000,31.89777900000,Bazhou (Sichuan)
513300,100.01789370800,30.91235060860,Ganzi
513400,102.07595959400,27.88707213150,Liangshan
520100,106.70782475300,26.84339443050,Guiyang
520200,104.88982720900,26.13729956630,Liupanshui
520300,107.08699319800,28.16831915370,Zunyi
520400,105.95142653900,25.99615459010,Anshun
520500,105.21439601600,27.06817964590,Bijie
520600,108.54398909800,27.96945676050,Tongren
522300,105.46434939300,25.26619231050,Qianxinan
522600,108.55710191100,26.50368095590,Qiandongnan
522700,107.25147397900,26.01580874550,Qiannan
530100,102.87508741400,25.38710810670,Kunming
530300,103.93755684600,25.70407170930,Qujing
530400,102.19902272300,24.13815845970,Yuxi
530500,98.97238100530,24.97925804400,Baoshan
530600,104.00096578600,27.65320964230,Shaotong
530700,100.52486203600,26.94224721460,Lijiang
530800,100.72192599100,23.18814297260,Pu'er
530900,99.67723789870,23.94296138130,Lincang
532300,101.57024131900,25.35348963280,Chuxiong
532500,103.03655100600,23.43976345420,Honghe
532600,104.71443050700,23.69150485420,Wenshan
532800,100.94332437600,21.93498782150,Xishuangbanna
532900,100.03931323600,25.72920943870,Dali
533100,98.09053532800,24.55958389750,Dehonh
533300,98.87367484300,26.96033903180,Nujiang
533400,99.44138502370,27.95834467710,Diqing
540100,91.10756302560,30.03429851280,Lasa
542100,97.05792826980,30.78975611370,Changdu
542200,91.69721675500,28.72271969550,Shannan
542300,86.42933324210,29.51500929600,Rikaze
542400,88.88174505980,32.93895140950,Naqu
542500,82.24054326840,32.83448325310,Ali
542600,95.24397435650,29.50058540790,Linzhi
610100,108.79089299300,34.11021017890,Xi'an
610200,109.17539622000,35.29830643780,Tongchuan
610300,107.20199649200,34.37909690810,Baoji
610400,108.44931062800,34.82794778500,Xianyang
610500,109.85803032100,34.95289015800,Weinan
610600,109.31803444800,36.43933316380,Yan'an
610700,107.10320772700,33.08855510580,Hanzhou
610800,109.56430417100,38.03927052730,Yulin
610900,108.92738946600,32.75897279270,Ankang
611000,109.89893406700,33.64868437400,Shangluo
620100,103.63379042500,36.35818174360,Lanzhou
620200,98.19598992470,39.81652790390,Jiayuguan
620300,102.05072357200,38.42731728830,Jinchang
620400,104.62210586400,36.61248330840,Baiyin
620500,105.73995176800,34.65014894760,Tianshui
620600,103.05382000700,38.17535817140,Wuwei
620700,99.89444780790,38.91973387550,Zhangye
620800,106.65109841000,35.30654584650,Pingliang
620900,96.24378957260,40.45979211360,Jiuquan
621000,107.59144980400,36.16604783600,Qingyang
621100,104.45153196500,35.12055339840,Dongxi
621200,105.21021047700,33.59511442530,Longnan
622900,103.27718322200,35.62994429810,Linxia
623000,102.74487656600,34.33469961710,Gannan
630100,101.45094386500,36.81519564890,Xining
632100,102.33882213800,36.33409424440,Haidong
632200,100.26830969600,37.80089790390,Haibei
632300,101.62893328100,35.02976597720,Huangnan
632500,109.71508423700,19.19799372890,Hainan
632600,99.39227533280,34.11141532260,Guoluo
632700,93.69662601250,34.11132299280,Yushu
632800,95.11761571860,37.28349115440,Haixi
640100,106.33987292300,38.22061409110,Yinchuan
640200,106.51786195100,38.97587044080,Shizuishan
640300,106.49641325000,37.43712580100,Wuzhou (Ningxia)
640400,106.18294085300,35.94980097660,Guyuan
640500,105.47407866100,37.05268839360,Zhongwei
650100,87.81256128070,43.53093893520,Urumuqi
650200,85.16840438100,45.42737543700,Kelamayi
652100,89.84277451790,42.38444599220,Tulufan
652200,93.49987551160,43.04563135740,Hami
652300,88.56976673820,44.35097325940,Changji
652700,82.07545900000,44.93718600000,Bozhou (Xinjiang)
652800,86.14791000000,41.76076300000,Bazhou (Xinjiang)
652900,81.55506171080,40.95762774840,Akesu
653000,76.16992700000,39.71305800000,Kezhou
653100,77.22482122690,38.18702031440,Kashi
653200,80.91371873180,37.08434188290,Hetian
654000,82.09885436320,43.45089697800,Yili
654200,84.80259502940,45.63073895950,Tacheng
654300,88.40306940830,46.90752163180,Aletai
659001,86.03626513090,44.30701816420,Shihezi
659002,81.27165600000,40.54342400000,Ala'er
659003,79.05819100000,39.86404500000,Tumushuke
659004,87.54758300000,44.15816000000,Wujiaqu
659004,87.54758300000,44.15816000000,Beitun
659004,87.54758300000,44.15816000000,Wujiaqu
659006,85.50476200000,41.82709200000,Tiemenguan
659007,82.34919500000,44.84530300000,Shuanghe
659008,81.03841700000,43.94651500000,Kekedala
710000,120.95658613500,23.75263318920,Taiwan
810000,114.13496487600,22.38112079790,Hongkong
820000,113.56065076900,22.16319509670,Macao
