iter	Logloss
0	0.5021874347
1	0.3966551213
2	0.3226243424
3	0.2776298897
4	0.2512494188
5	0.2272662849
6	0.2052313435
7	0.1937615833
8	0.1824835041
9	0.1743084862
10	0.1659937051
11	0.1611049373
12	0.1554125142
13	0.1529298683
14	0.147951805
15	0.1447185572
16	0.1423339766
17	0.1392071386
18	0.1363309656
19	0.1341996372
20	0.1331223046
21	0.1299402667
22	0.1289160661
23	0.127670426
24	0.1268716415
25	0.1252882929
26	0.1238363657
27	0.1223621752
28	0.1207712716
29	0.1193490982
30	0.1172874279
31	0.1162093497
32	0.1140451672
33	0.1129923942
34	0.112269725
35	0.1119488166
36	0.1102072142
37	0.1088444486
38	0.1072718917
39	0.1064997108
40	0.1062773769
41	0.1055143605
42	0.1048441868
43	0.1034054618
44	0.1025130154
45	0.1010406931
46	0.1002804905
47	0.09986601451
48	0.09969390144
49	0.09956420159
50	0.09818536377
51	0.09668273318
52	0.0947150971
53	0.09395569733
54	0.09384565992
55	0.09204173255
56	0.09054373074
57	0.0885046306
58	0.08836196939
59	0.08618821097
60	0.0860623819
61	0.08513070384
62	0.08503232109
63	0.08439511534
64	0.08325812019
65	0.082802622
66	0.08232636066
67	0.08073405696
68	0.08055900438
69	0.08018451717
70	0.07869619129
71	0.07770394206
72	0.07640797175
73	0.07632759653
74	0.07608780059
75	0.07541149374
76	0.07436917671
77	0.0729974415
78	0.07294532954
79	0.07207993776
80	0.07195471951
81	0.07154975261
82	0.07138654823
83	0.06995222596
84	0.06916340327
85	0.06842310524
86	0.06790286162
87	0.06654622566
88	0.06575019357
89	0.06533716972
90	0.06504228179
91	0.06500675299
92	0.06464162243
93	0.06461182485
94	0.06444031799
95	0.06340818852
96	0.06315917695
97	0.06157018721
98	0.06003800755
99	0.05973248764
100	0.05970500398
101	0.05848552789
102	0.05753602343
103	0.05682479273
104	0.05646505595
105	0.05524504036
106	0.05521803832
107	0.05519074516
108	0.05437090499
109	0.0541393002
110	0.05391252478
111	0.05368824806
112	0.05295043122
113	0.05276303129
114	0.05274221715
115	0.05170586605
116	0.05103183188
117	0.05039843264
118	0.05037552784
119	0.05035236315
120	0.05031303506
121	0.0501785677
122	0.05001321888
123	0.04978324703
124	0.04926595506
125	0.04869731038
126	0.04832321667
127	0.0481438527
128	0.04737964423
129	0.04682896495
130	0.04681123714
131	0.04650486647
132	0.04640089389
133	0.0457050201
134	0.04559631284
135	0.04558113575
136	0.04514252452
137	0.04459434089
138	0.04381527037
139	0.04379948374
140	0.04378552473
141	0.04348229699
142	0.04346873464
143	0.04302702828
144	0.04290961161
145	0.04289568731
146	0.04265241429
147	0.04191643647
148	0.04143745614
149	0.04093167236
150	0.04066155754
151	0.04027542372
152	0.03986955144
153	0.03985436794
154	0.03983814071
155	0.03930851855
156	0.03924581699
157	0.03917751467
158	0.03904072721
159	0.03856453394
160	0.03846823926
161	0.03829591504
162	0.0377914768
163	0.03737283499
164	0.03733327309
165	0.03717457034
166	0.03686686381
167	0.03633715132
168	0.03632466512
169	0.0359629672
170	0.03582218207
171	0.03562162575
172	0.03541651131
173	0.03531041412
174	0.03514394545
175	0.03444228247
176	0.03397215841
177	0.0338494908
178	0.03374396435
179	0.03361354926
180	0.03353603028
181	0.033473853
182	0.03326016369
183	0.03325132414
184	0.03324165705
185	0.03313703768
186	0.03312879257
187	0.03311867052
188	0.03305163551
189	0.03292104294
190	0.0324218358
191	0.03236324265
192	0.03182241414
193	0.03173320164
194	0.03139403808
195	0.03103755771
196	0.03098863955
197	0.03092971429
198	0.03077914608
199	0.03074507078
200	0.03039733883
201	0.02995315579
202	0.02984506912
203	0.02976725287
204	0.02973188766
205	0.02936404338
206	0.02919901294
207	0.02880529125
208	0.0286137152
209	0.02830036505
210	0.0282735653
211	0.02790279587
212	0.02745300938
213	0.02743799388
214	0.02743207071
215	0.02735731912
216	0.02718123916
217	0.02714844782
218	0.0269936342
219	0.02678470051
