iter	Logloss
220	0.02673680674
221	0.02672971571
222	0.02668890912
223	0.02666763395
224	0.02662928053
225	0.02659745479
226	0.02650999905
227	0.02643613453
228	0.02640187468
229	0.02638330269
230	0.02627320982
231	0.02602018694
232	0.02601499984
233	0.02586024921
234	0.02550231195
235	0.02535960301
236	0.02519838219
237	0.02497567101
238	0.02496937411
239	0.0249053847
240	0.0248022334
241	0.02479603742
242	0.02474254874
243	0.02446992787
244	0.02425690565
245	0.02403030203
246	0.02402497738
247	0.02396654304
248	0.02388691825
249	0.02385465061
250	0.02365174551
251	0.02364476431
252	0.02363036244
253	0.02362551847
254	0.02353655786
255	0.02319657734
256	0.02297047457
257	0.02286288891
258	0.02266784045
259	0.02250010003
260	0.02249655382
261	0.02247492272
262	0.02234838167
263	0.02220217852
264	0.02217488192
265	0.02194702206
266	0.02194017875
267	0.02181792041
268	0.02166471383
269	0.02158316295
270	0.02152959286
271	0.02150311275
272	0.0214120314
273	0.02135141241
274	0.02117651789
275	0.02117648352
276	0.02117151504
277	0.02114584624
278	0.02099671772
279	0.02096260214
280	0.02073206069
281	0.02060238346
282	0.02057836093
283	0.02056481612
284	0.02051116698
285	0.02044213329
286	0.02033462275
287	0.02033010115
288	0.02032615243
289	0.02011690283
290	0.02011283143
291	0.02010958785
292	0.02008657302
293	0.02006950325
294	0.02000630261
295	0.01998246562
296	0.01997858033
297	0.01980640291
298	0.01970357978
299	0.01968168395
300	0.01951876542
301	0.01946859394
302	0.0194519083
303	0.01926698302
304	0.01912299774
305	0.01898441214
306	0.0187793015
307	0.01869483821
308	0.0186437811
309	0.01864060651
310	0.01863807934
311	0.01848253742
312	0.01836371656
313	0.01836057104
314	0.01836048514
315	0.01835761996
316	0.01835588337
317	0.01831319621
318	0.01827609293
319	0.01825186987
320	0.01814375582
321	0.01812944242
322	0.01810645144
323	0.01799572692
324	0.01794185564
325	0.01789409066
326	0.01787482968
327	0.01787226957
328	0.01782317007
329	0.01762516215
330	0.01760002413
331	0.01759343042
332	0.01757126517
333	0.01746435316
334	0.01736967935
335	0.01731046388
336	0.01730809221
337	0.01730584526
338	0.01727409177
339	0.01719575425
340	0.01716418054
341	0.01710489488
342	0.0171029112
343	0.01700363781
344	0.01700227633
345	0.01700221609
346	0.0168873471
347	0.01688657567
348	0.01670509498
349	0.01670098485
350	0.01669824761
351	0.01664734487
352	0.01660332833
353	0.01658429211
354	0.01650016328
355	0.01643416188
356	0.01642747604
357	0.01636963556
358	0.0163674243
359	0.01626313527
360	0.01626135723
361	0.01626078979
362	0.01620963371
363	0.01612023438
364	0.01611546557
365	0.01611486797
366	0.01609057009
367	0.01608120219
368	0.01604951103
369	0.01604951062
370	0.01604945577
371	0.01595464894
372	0.01595456398
373	0.01584004113
374	0.0158113403
375	0.01578681596
376	0.01571005821
377	0.01570919802
378	0.01570715207
379	0.01570527819
380	0.01570253598
381	0.01568449469
382	0.0156523294
383	0.01564115687
384	0.01563913027
385	0.01541618836
386	0.01539888248
387	0.01535991059
388	0.01535990747
389	0.01535987358
390	0.01535782462
391	0.01535569965
392	0.01523413146
393	0.01497586636
394	0.01497183394
395	0.01496931544
396	0.01492952219
397	0.0149261266
398	0.01489595348
399	0.01489594213
400	0.01475408173
401	0.01473526625
402	0.01473490376
403	0.01462241311
404	0.01462236355
405	0.01447793733
406	0.01435700804
407	0.01435700391
408	0.01435492402
409	0.01435487656
410	0.01435243925
411	0.01435127309
412	0.014344025
413	0.01432338376
414	0.01432202415
415	0.01432196196
416	0.01432044029
417	0.01431974217
418	0.01431970948
419	0.0142873766
420	0.01421220877
421	0.01419141746
422	0.01419000802
423	0.01418999876
424	0.01418875726
425	0.01418763294
426	0.01418763239
427	0.0141858321
428	0.01418579537
429	0.01418399764
430	0.01418397402
431	0.01418334533
432	0.01410542029
433	0.01404763703
434	0.01404763488
435	0.01404727035
436	0.01401559136
437	0.01395950653
438	0.01395947726
439	0.01395845827
440	0.01389342506
441	0.01389069436
442	0.01389066848
443	0.01388942499
444	0.01381211859
445	0.01379535787
446	0.01365226546
447	0.01363061957
448	0.01353522326
449	0.01352892882
450	0.01352886813
451	0.01351232496
452	0.01340727271
453	0.0133699328
454	0.01336396073
455	0.01336390321
456	0.01330484399
457	0.01330349773
458	0.01330335093
459	0.01330329969
460	0.01326791867
461	0.01320808705
462	0.01317127264
463	0.01317004195
464	0.01317003668
465	0.0131699736
466	0.01310576805
467	0.0131055804
468	0.01310403626
469	0.01305134049
470	0.01300557561
471	0.0129844097
472	0.01297804942
473	0.01296208067
474	0.01294303963
475	0.0129426692
476	0.01292419901
477	0.01286482294
478	0.01270012905
479	0.01270011546
480	0.01266519569
481	0.01266519447
482	0.01258288959
483	0.01254093667
484	0.01250947297
485	0.01248972624
486	0.01248971875
487	0.01248949392
488	0.01242545638
489	0.01241330278
490	0.0123744973
491	0.01235779246
492	0.01233922586
493	0.01231682698
494	0.01230677097
495	0.01228213146
496	0.0121903892
497	0.0121802074
498	0.01214725387
499	0.01209495328
